Mito,Nuc,Sex,Day,Day2,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
yak,375AC,F,Day,072924A,2,yak_375AC_F_Day_072924A_1,46,96,3.2206,-5.8651,0.9866,0.0,0.0422
yak,375AC,F,Day,072924A,2,yak_375AC_F_Day_072924A_2,0,50,2.4493,59.0034,0.9753,0.0,0.044000000000000004
yak,375AC,F,Day,072924A,2,yak_375AC_F_Day_072924A_3,62,112,2.6005,9.7164,0.9866,0.0,0.0341
yak,375AC,F,Day,072924A,2,yak_375AC_F_Day_072924A_4,63,113,2.2536,71.4813,0.9714,0.0,0.0437
yak,375AC,F,Day,072924A,2,yak_375AC_F_Day_072924A_5,29,79,2.4367,69.637,0.9787,0.0,0.0405
yak,375AC,F,Day,072924A,2,yak_375AC_F_Day_072924A_6,36,86,3.6961,-4.2567,0.9827,0.0,0.0553
yak,375AC,F,Day,072924A,2,yak_375AC_F_Day_072924A_all,37,87,2.4554,42.2266,0.9958,0.0,0.0179
yak,375AC,F,Day,072924A,3,yak_375AC_F_Day_072924A_1,88,138,3.4978,-0.953,0.9959,0.0,0.0251
yak,375AC,F,Day,072924A,3,yak_375AC_F_Day_072924A_2,52,102,3.5091,5.4876,0.9907,0.0,0.0382
yak,375AC,F,Day,072924A,3,yak_375AC_F_Day_072924A_3,38,88,2.3368,35.2334,0.9701,0.0,0.0464
yak,375AC,F,Day,072924A,3,yak_375AC_F_Day_072924A_4,21,71,2.3040000000000003,35.9662,0.973,0.0,0.0434
yak,375AC,F,Day,072924A,3,yak_375AC_F_Day_072924A_5,1,51,1.9634,45.2713,0.9719,0.0,0.0377
yak,375AC,F,Day,072924A,3,yak_375AC_F_Day_072924A_6,0,50,2.0536,46.4448,0.9689,0.0,0.0416
yak,375AC,F,Day,072924A,3,yak_375AC_F_Day_072924A_all,0,50,1.8979,49.1707,0.9942,0.0,0.0164
yak,375AC,M,Day,072924A,1,yak_375AC_M_Day_072924A_1,29,79,3.5339,57.9461,0.9684,0.0,0.0722
yak,375AC,M,Day,072924A,1,yak_375AC_M_Day_072924A_2,3,53,3.4763,93.8716,0.981,0.0,0.0545
yak,375AC,M,Day,072924A,1,yak_375AC_M_Day_072924A_3,0,50,3.1694,118.2819,0.9849,0.0,0.0442
yak,375AC,M,Day,072924A,1,yak_375AC_M_Day_072924A_4,6,56,2.9734,66.8581,0.9887,0.0,0.0358
yak,375AC,M,Day,072924A,1,yak_375AC_M_Day_072924A_5,5,55,2.9317,81.3371,0.9638,0.0,0.0643
yak,375AC,M,Day,072924A,1,yak_375AC_M_Day_072924A_6,49,99,2.7524,101.5061,0.9569,0.0,0.0663
yak,375AC,M,Day,072924A,1,yak_375AC_M_Day_072924A_all,28,78,2.7979,96.2534,0.9940000000000001,0.0,0.0243
yak,375AC,M,Day,072924A,2,yak_375AC_M_Day_072924A_1,49,99,2.8888,32.8363,0.9923,0.0,0.0287
yak,375AC,M,Day,072924A,2,yak_375AC_M_Day_072924A_2,2,52,2.2558,76.7861,0.9668,0.0,0.0473
yak,375AC,M,Day,072924A,2,yak_375AC_M_Day_072924A_3,25,75,3.9314,59.1931,0.9903,0.0,0.0437
yak,375AC,M,Day,072924A,2,yak_375AC_M_Day_072924A_4,57,107,2.9434,57.6397,0.9719,0.0,0.0565
yak,375AC,M,Day,072924A,2,yak_375AC_M_Day_072924A_5,26,76,3.4128,34.9276,0.9573,0.0,0.0818
yak,375AC,M,Day,072924A,2,yak_375AC_M_Day_072924A_6,92,142,2.2338,69.9444,0.8933,0.0,0.0892
yak,375AC,M,Day,072924A,2,yak_375AC_M_Day_072924A_all,22,72,2.5297,76.0121,0.9923,0.0,0.0251
yak,375AC,M,Day,072924A,3,yak_375AC_M_Day_072924A_1,8,58,1.8749,69.2797,0.9767,0.0,0.0327
yak,375AC,M,Day,072924A,3,yak_375AC_M_Day_072924A_2,33,83,1.165,83.2531,0.9438,0.0,0.0324
yak,375AC,M,Day,072924A,3,yak_375AC_M_Day_072924A_3,21,71,1.8056,115.6797,0.9263,0.0,0.0583
yak,375AC,M,Day,072924A,3,yak_375AC_M_Day_072924A_4,22,72,2.3825,83.0679,0.9143,0.0,0.0838
yak,375AC,M,Day,072924A,3,yak_375AC_M_Day_072924A_5,82,132,2.8543,27.9676,0.9514,0.0,0.0733
yak,375AC,M,Day,072924A,3,yak_375AC_M_Day_072924A_6,43,93,3.3156,35.313,0.9769,0.0,0.0576
yak,375AC,M,Day,072924A,3,yak_375AC_M_Day_072924A_all,2,52,1.7777,88.4506,0.9862,0.0,0.0237
yak,375AR,F,Day,072924A,1,yak_375AR_F_Day_072924A_1,20,70,2.3648,73.2479,0.9458,0.0,0.0645
yak,375AR,F,Day,072924A,1,yak_375AR_F_Day_072924A_2,3,53,2.574,79.931,0.9794,0.0,0.0421
yak,375AR,F,Day,072924A,1,yak_375AR_F_Day_072924A_3,36,86,2.5445,62.3867,0.9845,0.0,0.036000000000000004
yak,375AR,F,Day,072924A,1,yak_375AR_F_Day_072924A_4,3,53,2.8706,74.6634,0.9702,0.0,0.0569
yak,375AR,F,Day,072924A,1,yak_375AR_F_Day_072924A_5,18,68,2.5463,70.7224,0.9824,0.0,0.0384
yak,375AR,F,Day,072924A,1,yak_375AR_F_Day_072924A_6,89,139,2.8903,49.3675,0.9731,0.0,0.0543
yak,375AR,F,Day,072924A,1,yak_375AR_F_Day_072924A_all,19,69,2.4115,75.0187,0.9884,0.0,0.0294
yak,375AR,F,Day,072924A,2,yak_375AR_F_Day_072924A_1,25,75,2.2199,66.5685,0.9748,0.0,0.0403
yak,375AR,F,Day,072924A,2,yak_375AR_F_Day_072924A_2,71,121,2.3985,42.8816,0.9621,0.0,0.054000000000000006
yak,375AR,F,Day,072924A,2,yak_375AR_F_Day_072924A_3,10,60,3.1829,64.2029,0.9845,0.0,0.045
yak,375AR,F,Day,072924A,2,yak_375AR_F_Day_072924A_4,19,69,3.3754,47.0919,0.9852,0.0,0.0466
yak,375AR,F,Day,072924A,2,yak_375AR_F_Day_072924A_5,20,70,2.0025,55.9516,0.9587,0.0,0.0472
yak,375AR,F,Day,072924A,2,yak_375AR_F_Day_072924A_6,14,64,3.1442,60.9214,0.9855,0.0,0.043
yak,375AR,F,Day,072924A,2,yak_375AR_F_Day_072924A_all,20,70,2.6889999999999996,59.9887,0.9969,0.0,0.0169
yak,375AR,F,Day,072924A,3,yak_375AR_F_Day_072924A_1,34,84,3.1423,46.3416,0.9833,0.0,0.0462
yak,375AR,F,Day,072924A,3,yak_375AR_F_Day_072924A_2,51,101,2.6582,64.3951,0.9746,0.0,0.0484
yak,375AR,F,Day,072924A,3,yak_375AR_F_Day_072924A_3,21,71,2.5897,62.4853,0.9729,0.0,0.0488
yak,375AR,F,Day,072924A,3,yak_375AR_F_Day_072924A_4,7,57,2.061,88.2971,0.9684,0.0,0.0421
yak,375AR,F,Day,072924A,3,yak_375AR_F_Day_072924A_5,18,68,2.3008,81.9123,0.9733,0.0,0.043
yak,375AR,F,Day,072924A,3,yak_375AR_F_Day_072924A_6,14,64,4.063,54.2666,0.9761,0.0,0.0717
yak,375AR,F,Day,072924A,3,yak_375AR_F_Day_072924A_all,28,78,2.5587,73.1268,0.9943,0.0,0.0217
yak,375AR,M,Day,072924A,1,yak_375AR_M_Day_072924A_1,2,52,2.6363,102.8569,0.9768,0.0,0.0459
yak,375AR,M,Day,072924A,1,yak_375AR_M_Day_072924A_2,12,62,3.883,61.9765,0.9907,0.0,0.0423
yak,375AR,M,Day,072924A,1,yak_375AR_M_Day_072924A_3,27,77,2.7382,68.1346,0.971,0.0,0.0535
yak,375AR,M,Day,072924A,1,yak_375AR_M_Day_072924A_4,34,84,2.6408,93.1376,0.9503,0.0,0.0687
yak,375AR,M,Day,072924A,1,yak_375AR_M_Day_072924A_5,17,67,2.8244,90.1671,0.9609,0.0,0.0646
yak,375AR,M,Day,072924A,1,yak_375AR_M_Day_072924A_6,7,57,2.6195,97.9975,0.9833,0.0,0.0385
yak,375AR,M,Day,072924A,1,yak_375AR_M_Day_072924A_all,2,52,2.4284,96.5035,0.9969,0.0,0.0151
yak,375AR,M,Day,072924A,2,yak_375AR_M_Day_072924A_1,41,91,3.7651,18.0274,0.9434,0.0,0.1051
yak,375AR,M,Day,072924A,2,yak_375AR_M_Day_072924A_2,50,100,3.242,7.0994,0.9616,0.0,0.0734
yak,375AR,M,Day,072924A,2,yak_375AR_M_Day_072924A_3,23,73,4.1879,11.0568,0.9841,0.0,0.06
yak,375AR,M,Day,072924A,2,yak_375AR_M_Day_072924A_4,75,125,2.3513,33.2825,0.8905,0.0,0.0953
yak,375AR,M,Day,072924A,2,yak_375AR_M_Day_072924A_5,20,70,1.8662,60.6911,0.9168,0.0,0.0645
yak,375AR,M,Day,072924A,2,yak_375AR_M_Day_072924A_6,7,57,2.421,66.2071,0.977,0.0,0.0419
yak,375AR,M,Day,072924A,2,yak_375AR_M_Day_072924A_all,41,91,2.3085,57.7405,0.9807,0.0,0.0365
yak,375AR,M,Day,072924A,3,yak_375AR_M_Day_072924A_1,5,55,2.2991,41.1532,0.9642,0.0,0.0502
yak,375AR,M,Day,072924A,3,yak_375AR_M_Day_072924A_2,20,70,2.2669,57.3148,0.9723,0.0,0.0432
yak,375AR,M,Day,072924A,3,yak_375AR_M_Day_072924A_3,36,86,2.4156,62.369,0.9613,0.0,0.0549
yak,375AR,M,Day,072924A,3,yak_375AR_M_Day_072924A_4,35,85,4.984,-1.5925,0.9822,0.0,0.0757
yak,375AR,M,Day,072924A,3,yak_375AR_M_Day_072924A_5,25,75,2.8832,32.7861,0.9553,0.0,0.0708
yak,375AR,M,Day,072924A,3,yak_375AR_M_Day_072924A_6,63,113,3.1847,-11.8153,0.9598,0.0,0.07400000000000001
yak,375AR,M,Day,072924A,3,yak_375AR_M_Day_072924A_all,32,82,2.4566,47.6695,0.9942,0.0,0.0211
yak,OreAC,F,Day,072924A,1,yak_OreAC_F_Day_072924A_1,82,132,2.1859,-23.8506,0.9829,0.0,0.0325
yak,OreAC,F,Day,072924A,1,yak_OreAC_F_Day_072924A_2,56,106,1.6553,15.5262,0.9925,0.0,0.0162
yak,OreAC,F,Day,072924A,1,yak_OreAC_F_Day_072924A_3,92,142,1.8693,24.3025,0.9789,0.0,0.031
yak,OreAC,F,Day,072924A,1,yak_OreAC_F_Day_072924A_4,92,142,1.4249,6.4927,0.9767,0.0,0.0249
yak,OreAC,F,Day,072924A,1,yak_OreAC_F_Day_072924A_5,92,142,1.6207,62.8223,0.9982,0.0,0.0078
yak,OreAC,F,Day,072924A,1,yak_OreAC_F_Day_072924A_6,30,80,2.3535,9.8302,0.98,0.0,0.0379
yak,OreAC,F,Day,072924A,1,yak_OreAC_F_Day_072924A_all,92,142,1.9369999999999998,12.482000000000001,0.9981,0.0,0.0095
yak,OreAC,F,Day,072924A,2,yak_OreAC_F_Day_072924A_1,58,108,2.0923,8.5812,0.9838,0.0,0.0302
yak,OreAC,F,Day,072924A,2,yak_OreAC_F_Day_072924A_2,29,79,1.7051,30.1221,0.9690000000000001,0.0,0.0345
yak,OreAC,F,Day,072924A,2,yak_OreAC_F_Day_072924A_3,49,99,2.7083,-4.9837,0.9829,0.0,0.0403
yak,OreAC,F,Day,072924A,2,yak_OreAC_F_Day_072924A_4,36,86,1.0296,22.5211,0.9421,0.0,0.0291
yak,OreAC,F,Day,072924A,2,yak_OreAC_F_Day_072924A_5,87,137,2.0156,4.58,0.9996,0.0,0.0047
yak,OreAC,F,Day,072924A,2,yak_OreAC_F_Day_072924A_6,12,62,2.0471,18.3875,0.9826,0.0,0.0307
yak,OreAC,F,Day,072924A,2,yak_OreAC_F_Day_072924A_all,72,122,1.7269,23.2999,0.9938,0.0,0.0153
yak,OreAC,F,Day,072924A,3,yak_OreAC_F_Day_072924A_1,75,125,2.2516,-6.4143,0.9753,0.0,0.0405
yak,OreAC,F,Day,072924A,3,yak_OreAC_F_Day_072924A_2,68,118,2.3528,5.7811,0.9896,0.0,0.0272
yak,OreAC,F,Day,072924A,3,yak_OreAC_F_Day_072924A_3,41,91,2.2061,8.5902,0.9853,0.0,0.0303
yak,OreAC,F,Day,072924A,3,yak_OreAC_F_Day_072924A_4,73,123,1.5734,0.3298,0.965,0.0,0.034
yak,OreAC,F,Day,072924A,3,yak_OreAC_F_Day_072924A_5,89,139,1.5464,16.246,0.9975,0.0,0.0087
yak,OreAC,F,Day,072924A,3,yak_OreAC_F_Day_072924A_6,92,142,2.9360000000000004,-83.6333,0.9544,0.0,0.0729
yak,OreAC,F,Day,072924A,3,yak_OreAC_F_Day_072924A_all,44,94,1.2992,32.9659,0.9923,0.0,0.0128
yak,OreAC,M,Day,072924A,1,yak_OreAC_M_Day_072924A_1,65,115,3.5969,-30.3968,0.9895,0.0,0.0417
yak,OreAC,M,Day,072924A,1,yak_OreAC_M_Day_072924A_2,48,98,2.5108,12.7417,0.9909,0.0,0.0271
yak,OreAC,M,Day,072924A,1,yak_OreAC_M_Day_072924A_3,32,82,1.9442,37.3611,0.9721,0.0,0.0373
yak,OreAC,M,Day,072924A,1,yak_OreAC_M_Day_072924A_4,36,86,2.0792,27.238000000000003,0.9693,0.0,0.0418
yak,OreAC,M,Day,072924A,1,yak_OreAC_M_Day_072924A_5,45,95,1.5829,43.5042,0.9513,0.0,0.0407
yak,OreAC,M,Day,072924A,1,yak_OreAC_M_Day_072924A_6,92,142,2.3791,-25.9635,0.9123,0.0,0.0847
yak,OreAC,M,Day,072924A,1,yak_OreAC_M_Day_072924A_all,92,142,2.5771,2.9574,0.9874,0.0,0.0328
yak,OreAC,M,Day,072924A,2,yak_OreAC_M_Day_072924A_1,43,93,4.0871,-25.2135,0.9879,0.0,0.0509
yak,OreAC,M,Day,072924A,2,yak_OreAC_M_Day_072924A_2,28,78,2.5488,46.8625,0.9574,0.0,0.061
yak,OreAC,M,Day,072924A,2,yak_OreAC_M_Day_072924A_3,67,117,4.5905,-65.3309,0.9859,0.0,0.0618
yak,OreAC,M,Day,072924A,2,yak_OreAC_M_Day_072924A_4,51,101,3.8515,-18.0729,0.9833,0.0,0.0565
yak,OreAC,M,Day,072924A,2,yak_OreAC_M_Day_072924A_5,41,91,2.8208,6.0585,0.9863,0.0,0.0375
yak,OreAC,M,Day,072924A,2,yak_OreAC_M_Day_072924A_6,54,104,2.3774,-18.9552,0.9849,0.0,0.0331
yak,OreAC,M,Day,072924A,2,yak_OreAC_M_Day_072924A_all,53,103,3.2288,-6.3629,0.9959,0.0,0.0233
yak,OreAC,M,Day,072924A,3,yak_OreAC_M_Day_072924A_1,73,123,3.073,25.4175,0.9785,0.0,0.0514
yak,OreAC,M,Day,072924A,3,yak_OreAC_M_Day_072924A_2,47,97,3.258,16.7652,0.9842,0.0,0.0465
yak,OreAC,M,Day,072924A,3,yak_OreAC_M_Day_072924A_3,88,138,3.3176,-44.3233,0.9746,0.0,0.0605
yak,OreAC,M,Day,072924A,3,yak_OreAC_M_Day_072924A_4,1,51,1.8527,45.1143,0.9825,0.0,0.0278
yak,OreAC,M,Day,072924A,3,yak_OreAC_M_Day_072924A_5,68,118,2.4754,56.3137,0.9640000000000001,0.0,0.0542
yak,OreAC,M,Day,072924A,3,yak_OreAC_M_Day_072924A_6,29,79,1.4321,29.5136,0.9584,0.0,0.0338
yak,OreAC,M,Day,072924A,3,yak_OreAC_M_Day_072924A_all,40,90,2.9405,9.4447,0.992,0.0,0.0297
yak,OreAR,F,Day,072924A,1,yak_OreAR_F_Day_072924A_1,47,97,2.747,-1.9199,0.9662,0.0,0.0581
yak,OreAR,F,Day,072924A,1,yak_OreAR_F_Day_072924A_2,33,83,2.1067,34.2214,0.9867,0.0,0.0275
yak,OreAR,F,Day,072924A,1,yak_OreAR_F_Day_072924A_3,65,115,1.4,41.7839,0.9771,0.0,0.0242
yak,OreAR,F,Day,072924A,1,yak_OreAR_F_Day_072924A_4,61,111,3.1379,17.7473,0.9842,0.0,0.0447
yak,OreAR,F,Day,072924A,1,yak_OreAR_F_Day_072924A_5,13,63,1.9957,37.341,0.9852,0.0,0.0275
yak,OreAR,F,Day,072924A,1,yak_OreAR_F_Day_072924A_6,32,82,2.6285,32.2106,0.9840000000000001,0.0,0.0377
yak,OreAR,F,Day,072924A,1,yak_OreAR_F_Day_072924A_all,48,98,2.2232,30.4859,0.9951,0.0,0.0176
yak,OreAR,F,Day,072924A,2,yak_OreAR_F_Day_072924A_1,79,129,3.4711,-39.4404,0.9859,0.0,0.0467
yak,OreAR,F,Day,072924A,2,yak_OreAR_F_Day_072924A_2,88,138,2.4476,0.4047,0.9903,0.0,0.0273
yak,OreAR,F,Day,072924A,2,yak_OreAR_F_Day_072924A_3,23,73,1.5116,32.3323,0.9779,0.0,0.0257
yak,OreAR,F,Day,072924A,2,yak_OreAR_F_Day_072924A_4,7,57,2.3479,54.2265,0.9597,0.0,0.0546
yak,OreAR,F,Day,072924A,2,yak_OreAR_F_Day_072924A_5,72,122,2.7731,-6.0818,0.9789,0.0,0.046
yak,OreAR,F,Day,072924A,2,yak_OreAR_F_Day_072924A_6,76,126,2.4458,-3.4522,0.9805,0.0,0.0389
yak,OreAR,F,Day,072924A,2,yak_OreAR_F_Day_072924A_all,58,108,2.2183,21.493000000000002,0.9935,0.0,0.0202
yak,OreAR,F,Day,072924A,3,yak_OreAR_F_Day_072924A_1,49,99,2.2653,7.1218,0.9682,0.0,0.0465
yak,OreAR,F,Day,072924A,3,yak_OreAR_F_Day_072924A_2,83,133,2.3249,5.621,0.9882,0.0,0.0286
yak,OreAR,F,Day,072924A,3,yak_OreAR_F_Day_072924A_3,45,95,2.2388,28.7563,0.9687,0.0,0.0455
yak,OreAR,F,Day,072924A,3,yak_OreAR_F_Day_072924A_4,21,71,2.0813,47.2124,0.9837,0.0,0.0302
yak,OreAR,F,Day,072924A,3,yak_OreAR_F_Day_072924A_5,90,140,2.9338,9.7125,0.991,0.0,0.0314
yak,OreAR,F,Day,072924A,3,yak_OreAR_F_Day_072924A_6,31,81,2.0777,27.4631,0.9835,0.0,0.0303
yak,OreAR,F,Day,072924A,3,yak_OreAR_F_Day_072924A_all,86,136,2.3949,19.8364,0.9954,0.0,0.0182
yak,OreAR,M,Day,072924A,1,yak_OreAR_M_Day_072924A_1,57,107,2.2541,27.4038,0.982,0.0,0.0344
yak,OreAR,M,Day,072924A,1,yak_OreAR_M_Day_072924A_2,55,105,2.594,6.6879,0.9807,0.0,0.040999999999999995
yak,OreAR,M,Day,072924A,1,yak_OreAR_M_Day_072924A_3,53,103,3.2035,12.3214,0.9856,0.0,0.0437
yak,OreAR,M,Day,072924A,1,yak_OreAR_M_Day_072924A_4,49,99,4.2424,3.9116,0.9926,0.0,0.0411
yak,OreAR,M,Day,072924A,1,yak_OreAR_M_Day_072924A_5,21,71,1.5962,63.7291,0.968,0.0,0.0328
yak,OreAR,M,Day,072924A,1,yak_OreAR_M_Day_072924A_6,48,98,5.3365,-15.5942,0.991,0.0,0.0572
yak,OreAR,M,Day,072924A,1,yak_OreAR_M_Day_072924A_all,50,100,3.1831,18.1518,0.992,0.0,0.0322
yak,OreAR,M,Day,072924A,2,yak_OreAR_M_Day_072924A_1,92,142,1.7903,74.13,0.9719,0.0,0.0344
yak,OreAR,M,Day,072924A,2,yak_OreAR_M_Day_072924A_2,85,135,2.3434,-23.2229,0.8671,0.0,0.1068
yak,OreAR,M,Day,072924A,2,yak_OreAR_M_Day_072924A_3,22,72,2.9871,23.7503,0.986,0.0,0.04
yak,OreAR,M,Day,072924A,2,yak_OreAR_M_Day_072924A_4,53,103,3.5660000000000003,-12.3795,0.9984,0.0,0.016
yak,OreAR,M,Day,072924A,2,yak_OreAR_M_Day_072924A_5,26,76,3.0665,14.5304,0.9819,0.0,0.047
yak,OreAR,M,Day,072924A,2,yak_OreAR_M_Day_072924A_6,10,60,2.4032,42.465,0.9817,0.0,0.037000000000000005
yak,OreAR,M,Day,072924A,2,yak_OreAR_M_Day_072924A_all,23,73,2.4307,33.6803,0.9929,0.0,0.0231
yak,OreAR,M,Day,072924A,3,yak_OreAR_M_Day_072924A_1,15,65,2.0108,22.8223,0.9866,0.0,0.0264
yak,OreAR,M,Day,072924A,3,yak_OreAR_M_Day_072924A_2,33,83,2.7749,14.8866,0.9866,0.0,0.0365
yak,OreAR,M,Day,072924A,3,yak_OreAR_M_Day_072924A_3,54,104,4.1922,-16.1006,0.992,0.0,0.0424
yak,OreAR,M,Day,072924A,3,yak_OreAR_M_Day_072924A_4,46,96,3.3066,16.5567,0.9741,0.0,0.0609
yak,OreAR,M,Day,072924A,3,yak_OreAR_M_Day_072924A_5,43,93,3.3361,-7.3229999999999995,0.9787,0.0,0.0556
yak,OreAR,M,Day,072924A,3,yak_OreAR_M_Day_072924A_6,14,64,4.244,22.1816,0.9871,0.0,0.0547
yak,OreAR,M,Day,072924A,3,yak_OreAR_M_Day_072924A_all,16,66,2.5308,33.7512,0.9962,0.0,0.0177
