Mito,Nuc,Sex,Rep,Slope,Build,Vial,Set,Treatment,Stock
ZW142,Ore,M,6,2.299,A,1,9,Rotenone,2A
ZW142,Ore,M,6,2.1069,A,2,9,Rotenone,2A
ZW142,Ore,M,6,3.3577,A,3,9,Rotenone,2A
ZW142,Ore,M,6,1.7915,A,4,9,Rotenone,2A
ZW142,Ore,M,6,0.9464,A,5,9,Rotenone,2A
ZW142,Ore,M,6,2.1263,A,6,9,Rotenone,2A
sm21,375,F,1,3.9701,A,1,9,Control,45A
sm21,375,F,1,2.0398,A,2,9,Control,45A
sm21,375,F,1,2.4404,A,3,9,Control,45A
sm21,375,F,1,2.9677,A,4,9,Control,45A
sm21,375,F,1,1.8936,A,5,9,Control,45A
sm21,375,F,1,2.6912,A,6,9,Control,45A
sm21,375,F,2,2.9111,A,1,9,Control,45A
sm21,375,F,2,2.9684,A,2,9,Control,45A
sm21,375,F,2,2.5717,A,3,9,Control,45A
sm21,375,F,2,3.1622,A,4,9,Control,45A
sm21,375,F,2,3.5246,A,5,9,Control,45A
sm21,375,F,2,2.1434,A,6,9,Control,45A
sm21,375,F,3,2.5814,A,1,9,Control,45A
sm21,375,F,3,3.0737,A,2,9,Control,45A
sm21,375,F,3,3.6007,A,3,9,Control,45A
sm21,375,F,3,3.3919,A,4,9,Control,45A
sm21,375,F,3,2.8163,A,5,9,Control,45A
sm21,375,F,3,2.4246,A,6,9,Control,45A
sm21,375,M,1,1.7323,A,1,9,Control,45A
sm21,375,M,1,3.1703,A,2,9,Control,45A
sm21,375,M,1,3.6729,A,3,9,Control,45A
sm21,375,M,1,2.9637,A,4,9,Control,45A
sm21,375,M,1,3.9692,A,5,9,Control,45A
sm21,375,M,1,3.2881,A,6,9,Control,45A
sm21,375,M,2,3.9044,A,1,9,Control,45A
sm21,375,M,2,3.2447,A,2,9,Control,45A
sm21,375,M,2,2.6395,A,3,9,Control,45A
sm21,375,M,2,3.0742,A,4,9,Control,45A
sm21,375,M,2,3.1334,A,5,9,Control,45A
sm21,375,M,2,2.9164,A,6,9,Control,45A
sm21,375,M,3,2.7862,A,1,9,Control,45A
sm21,375,M,3,2.2505,A,2,9,Control,45A
sm21,375,M,3,2.7351,A,3,9,Control,45A
sm21,375,M,3,3.3496,A,4,9,Control,45A
sm21,375,M,3,2.7911,A,5,9,Control,45A
sm21,375,M,3,2.723,A,6,9,Control,45A
sm21,375,F,1,2.3036,A,1,9,Rotenone,45A
sm21,375,F,1,2.9277,A,2,9,Rotenone,45A
sm21,375,F,1,2.1958,A,3,9,Rotenone,45A
sm21,375,F,1,2.9317,A,4,9,Rotenone,45A
sm21,375,F,1,1.9894,A,5,9,Rotenone,45A
sm21,375,F,1,3.3266,A,6,9,Rotenone,45A
sm21,375,F,2,3.0937,A,1,9,Rotenone,45A
sm21,375,F,2,2.8994,A,2,9,Rotenone,45A
sm21,375,F,2,2.5058,A,3,9,Rotenone,45A
sm21,375,F,2,2.9615,A,4,9,Rotenone,45A
sm21,375,F,2,3.4682,A,5,9,Rotenone,45A
sm21,375,F,2,2.3076,A,6,9,Rotenone,45A
sm21,375,F,3,2.4354,A,1,9,Rotenone,45A
sm21,375,F,3,3.4058,A,2,9,Rotenone,45A
sm21,375,F,3,3.3955,A,3,9,Rotenone,45A
sm21,375,F,3,2.1152,A,4,9,Rotenone,45A
sm21,375,F,3,2.8166,A,5,9,Rotenone,45A
sm21,375,F,3,2.8107,A,6,9,Rotenone,45A
sm21,375,M,1,4.2455,A,1,9,Rotenone,45A
sm21,375,M,1,3.1196,A,2,9,Rotenone,45A
sm21,375,M,1,2.8944,A,3,9,Rotenone,45A
sm21,375,M,1,4.0761,A,4,9,Rotenone,45A
sm21,375,M,1,3.604,A,5,9,Rotenone,45A
sm21,375,M,1,2.6768,A,6,9,Rotenone,45A
sm21,375,M,2,2.9921,A,1,9,Rotenone,45A
sm21,375,M,2,3.2299,A,2,9,Rotenone,45A
sm21,375,M,2,2.4655,A,3,9,Rotenone,45A
sm21,375,M,2,3.0168,A,4,9,Rotenone,45A
sm21,375,M,2,3.6812,A,5,9,Rotenone,45A
sm21,375,M,2,3.8605,A,6,9,Rotenone,45A
sm21,375,M,3,2.9336,A,1,9,Rotenone,45A
sm21,375,M,3,2.4926,A,2,9,Rotenone,45A
sm21,375,M,3,1.9834,A,3,9,Rotenone,45A
sm21,375,M,3,2.2669,A,4,9,Rotenone,45A
sm21,375,M,3,2.4602,A,5,9,Rotenone,45A
sm21,375,M,3,2.8067,A,6,9,Rotenone,45A
sm21,Ore,F,1,2.4466,A,1,9,Control,41A
sm21,Ore,F,1,2.5369,A,2,9,Control,41A
sm21,Ore,F,1,2.9828,A,3,9,Control,41A
sm21,Ore,F,1,2.6804,A,4,9,Control,41A
sm21,Ore,F,1,2.8787,A,5,9,Control,41A
sm21,Ore,F,1,2.0011,A,6,9,Control,41A
sm21,Ore,F,2,2.9597,A,1,9,Control,41A
sm21,Ore,F,2,2.534,A,2,9,Control,41A
sm21,Ore,F,2,1.3892,A,3,9,Control,41A
sm21,Ore,F,2,1.2447,A,4,9,Control,41A
sm21,Ore,F,2,1.309,A,5,9,Control,41A
sm21,Ore,F,2,1.2089,A,6,9,Control,41A
sm21,Ore,F,3,1.651,A,1,9,Control,41A
sm21,Ore,F,3,1.89,A,2,9,Control,41A
sm21,Ore,F,3,1.2497,A,3,9,Control,41A
sm21,Ore,F,3,2.1352,A,4,9,Control,41A
sm21,Ore,F,3,2.5031,A,5,9,Control,41A
sm21,Ore,F,3,1.6913,A,6,9,Control,41A
sm21,Ore,M,1,2.7698,A,1,9,Control,41A
sm21,Ore,M,1,2.4989,A,2,9,Control,41A
sm21,Ore,M,1,1.523,A,3,9,Control,41A
sm21,Ore,M,1,2.016,A,4,9,Control,41A
sm21,Ore,M,1,1.3783,A,5,9,Control,41A
sm21,Ore,M,1,1.5764,A,6,9,Control,41A
sm21,Ore,M,2,3.5451,A,1,9,Control,41A
sm21,Ore,M,2,2.7884,A,2,9,Control,41A
sm21,Ore,M,2,1.9784,A,3,9,Control,41A
sm21,Ore,M,2,3.1858,A,4,9,Control,41A
sm21,Ore,M,2,1.7509,A,5,9,Control,41A
sm21,Ore,M,2,2.2847,A,6,9,Control,41A
sm21,Ore,M,3,2.4678,A,1,9,Control,41A
sm21,Ore,M,3,3.0656,A,2,9,Control,41A
sm21,Ore,M,3,1.5698,A,3,9,Control,41A
sm21,Ore,M,3,1.9505,A,4,9,Control,41A
sm21,Ore,M,3,2.0322,A,5,9,Control,41A
sm21,Ore,M,3,3.2533,A,6,9,Control,41A
sm21,Ore,F,1,1.8202,A,1,9,Rotenone,41A
sm21,Ore,F,1,3.3417,A,2,9,Rotenone,41A
sm21,Ore,F,1,1.2719,A,3,9,Rotenone,41A
sm21,Ore,F,1,3.3898,A,4,9,Rotenone,41A
sm21,Ore,F,1,2.2176,A,5,9,Rotenone,41A
sm21,Ore,F,1,2.1551,A,6,9,Rotenone,41A
sm21,Ore,F,2,2.8624,A,1,9,Rotenone,41A
sm21,Ore,F,2,2.5679,A,2,9,Rotenone,41A
sm21,Ore,F,2,2.0858,A,3,9,Rotenone,41A
sm21,Ore,F,2,2.965,A,4,9,Rotenone,41A
sm21,Ore,F,2,1.73,A,5,9,Rotenone,41A
sm21,Ore,F,2,2.4957,A,6,9,Rotenone,41A
sm21,Ore,F,3,1.3532,A,1,9,Rotenone,41A
sm21,Ore,F,3,1.9523,A,2,9,Rotenone,41A
sm21,Ore,F,3,3.062,A,3,9,Rotenone,41A
sm21,Ore,F,3,1.8702,A,4,9,Rotenone,41A
sm21,Ore,F,3,1.8895,A,5,9,Rotenone,41A
sm21,Ore,F,3,2.3683,A,6,9,Rotenone,41A
sm21,Ore,M,1,2.5425,A,1,9,Rotenone,41A
sm21,Ore,M,1,2.8748,A,2,9,Rotenone,41A
sm21,Ore,M,1,3.6914,A,3,9,Rotenone,41A
sm21,Ore,M,1,2.2063,A,4,9,Rotenone,41A
sm21,Ore,M,1,2.4023,A,5,9,Rotenone,41A
sm21,Ore,M,1,1.0541,A,6,9,Rotenone,41A
sm21,Ore,M,2,2.8179,A,1,9,Rotenone,41A
sm21,Ore,M,2,2.6287,A,2,9,Rotenone,41A
sm21,Ore,M,2,1.8896,A,3,9,Rotenone,41A
sm21,Ore,M,2,2.9608,A,4,9,Rotenone,41A
sm21,Ore,M,2,2.5391,A,5,9,Rotenone,41A
sm21,Ore,M,2,0.8402,A,6,9,Rotenone,41A
sm21,Ore,M,3,2.642,A,1,9,Rotenone,41A
sm21,Ore,M,3,2.4359,A,2,9,Rotenone,41A
sm21,Ore,M,3,2.5222,A,3,9,Rotenone,41A
sm21,Ore,M,3,2.4617,A,4,9,Rotenone,41A
sm21,Ore,M,3,1.8823,A,5,9,Rotenone,41A
sm21,Ore,M,3,2.4993,A,6,9,Rotenone,41A
yak,375,F,1,3.3538,A,1,9,Control,46A
yak,375,F,1,3.1408,A,2,9,Control,46A
yak,375,F,1,2.7328,A,3,9,Control,46A
yak,375,F,1,1.9665,A,4,9,Control,46A
yak,375,F,1,2.7824,A,5,9,Control,46A
yak,375,F,1,3.9094,A,6,9,Control,46A
yak,375,F,2,3.2206,A,1,9,Control,46A
yak,375,F,2,2.4493,A,2,9,Control,46A
yak,375,F,2,2.6005,A,3,9,Control,46A
yak,375,F,2,2.2536,A,4,9,Control,46A
yak,375,F,2,2.4367,A,5,9,Control,46A
yak,375,F,2,3.6961,A,6,9,Control,46A
yak,375,F,3,3.4978,A,1,9,Control,46A
yak,375,F,3,3.5091,A,2,9,Control,46A
yak,375,F,3,2.3368,A,3,9,Control,46A
yak,375,F,3,2.304,A,4,9,Control,46A
yak,375,F,3,1.9634,A,5,9,Control,46A
yak,375,F,3,2.0536,A,6,9,Control,46A
yak,375,M,1,3.5339,A,1,9,Control,46A
yak,375,M,1,3.4763,A,2,9,Control,46A
yak,375,M,1,3.1694,A,3,9,Control,46A
yak,375,M,1,2.9734,A,4,9,Control,46A
yak,375,M,1,2.9317,A,5,9,Control,46A
yak,375,M,1,2.7524,A,6,9,Control,46A
yak,375,M,2,2.8888,A,1,9,Control,46A
yak,375,M,2,2.2558,A,2,9,Control,46A
yak,375,M,2,3.9314,A,3,9,Control,46A
yak,375,M,2,2.9434,A,4,9,Control,46A
yak,375,M,2,3.4128,A,5,9,Control,46A
yak,375,M,2,2.2338,A,6,9,Control,46A
yak,375,M,3,1.8749,A,1,9,Control,46A
yak,375,M,3,1.165,A,2,9,Control,46A
yak,375,M,3,1.8056,A,3,9,Control,46A
yak,375,M,3,2.3825,A,4,9,Control,46A
yak,375,M,3,2.8543,A,5,9,Control,46A
yak,375,M,3,3.3156,A,6,9,Control,46A
yak,375,F,1,2.3648,A,1,9,Rotenone,46A
yak,375,F,1,2.574,A,2,9,Rotenone,46A
yak,375,F,1,2.5445,A,3,9,Rotenone,46A
yak,375,F,1,2.8706,A,4,9,Rotenone,46A
yak,375,F,1,2.5463,A,5,9,Rotenone,46A
yak,375,F,1,2.8903,A,6,9,Rotenone,46A
yak,375,F,2,2.2199,A,1,9,Rotenone,46A
yak,375,F,2,2.3985,A,2,9,Rotenone,46A
yak,375,F,2,3.1829,A,3,9,Rotenone,46A
yak,375,F,2,3.3754,A,4,9,Rotenone,46A
yak,375,F,2,2.0025,A,5,9,Rotenone,46A
yak,375,F,2,3.1442,A,6,9,Rotenone,46A
yak,375,F,3,3.1423,A,1,9,Rotenone,46A
yak,375,F,3,2.6582,A,2,9,Rotenone,46A
yak,375,F,3,2.5897,A,3,9,Rotenone,46A
yak,375,F,3,2.061,A,4,9,Rotenone,46A
yak,375,F,3,2.3008,A,5,9,Rotenone,46A
yak,375,F,3,4.063,A,6,9,Rotenone,46A
yak,375,M,1,2.6363,A,1,9,Rotenone,46A
yak,375,M,1,3.883,A,2,9,Rotenone,46A
yak,375,M,1,2.7382,A,3,9,Rotenone,46A
yak,375,M,1,2.6408,A,4,9,Rotenone,46A
yak,375,M,1,2.8244,A,5,9,Rotenone,46A
yak,375,M,1,2.6195,A,6,9,Rotenone,46A
yak,375,M,2,3.7651,A,1,9,Rotenone,46A
yak,375,M,2,3.242,A,2,9,Rotenone,46A
yak,375,M,2,4.1879,A,3,9,Rotenone,46A
yak,375,M,2,2.3513,A,4,9,Rotenone,46A
yak,375,M,2,1.8662,A,5,9,Rotenone,46A
yak,375,M,2,2.421,A,6,9,Rotenone,46A
yak,375,M,3,2.2991,A,1,9,Rotenone,46A
yak,375,M,3,2.2669,A,2,9,Rotenone,46A
yak,375,M,3,2.4156,A,3,9,Rotenone,46A
yak,375,M,3,4.984,A,4,9,Rotenone,46A
yak,375,M,3,2.8832,A,5,9,Rotenone,46A
yak,375,M,3,3.1847,A,6,9,Rotenone,46A
yak,Ore,F,1,2.1859,A,1,9,Control,42A
yak,Ore,F,1,1.6553,A,2,9,Control,42A
yak,Ore,F,1,1.8693,A,3,9,Control,42A
yak,Ore,F,1,1.4249,A,4,9,Control,42A
yak,Ore,F,1,1.6207,A,5,9,Control,42A
yak,Ore,F,1,2.3535,A,6,9,Control,42A
yak,Ore,F,2,2.0923,A,1,9,Control,42A
yak,Ore,F,2,1.7051,A,2,9,Control,42A
yak,Ore,F,2,2.7083,A,3,9,Control,42A
yak,Ore,F,2,1.0296,A,4,9,Control,42A
yak,Ore,F,2,2.0156,A,5,9,Control,42A
yak,Ore,F,2,2.0471,A,6,9,Control,42A
yak,Ore,F,3,2.2516,A,1,9,Control,42A
yak,Ore,F,3,2.3528,A,2,9,Control,42A
yak,Ore,F,3,2.2061,A,3,9,Control,42A
yak,Ore,F,3,1.5734,A,4,9,Control,42A
yak,Ore,F,3,1.5464,A,5,9,Control,42A
yak,Ore,F,3,2.936,A,6,9,Control,42A
yak,Ore,M,1,3.5969,A,1,9,Control,42A
yak,Ore,M,1,2.5108,A,2,9,Control,42A
yak,Ore,M,1,1.9442,A,3,9,Control,42A
yak,Ore,M,1,2.0792,A,4,9,Control,42A
yak,Ore,M,1,1.5829,A,5,9,Control,42A
yak,Ore,M,1,2.3791,A,6,9,Control,42A
yak,Ore,M,2,4.0871,A,1,9,Control,42A
yak,Ore,M,2,2.5488,A,2,9,Control,42A
yak,Ore,M,2,4.5905,A,3,9,Control,42A
yak,Ore,M,2,3.8515,A,4,9,Control,42A
yak,Ore,M,2,2.8208,A,5,9,Control,42A
yak,Ore,M,2,2.3774,A,6,9,Control,42A
yak,Ore,M,3,3.073,A,1,9,Control,42A
yak,Ore,M,3,3.258,A,2,9,Control,42A
yak,Ore,M,3,3.3176,A,3,9,Control,42A
yak,Ore,M,3,1.8527,A,4,9,Control,42A
yak,Ore,M,3,2.4754,A,5,9,Control,42A
yak,Ore,M,3,1.4321,A,6,9,Control,42A
yak,Ore,F,1,2.747,A,1,9,Rotenone,42A
yak,Ore,F,1,2.1067,A,2,9,Rotenone,42A
yak,Ore,F,1,1.4,A,3,9,Rotenone,42A
yak,Ore,F,1,3.1379,A,4,9,Rotenone,42A
yak,Ore,F,1,1.9957,A,5,9,Rotenone,42A
yak,Ore,F,1,2.6285,A,6,9,Rotenone,42A
yak,Ore,F,2,3.4711,A,1,9,Rotenone,42A
yak,Ore,F,2,2.4476,A,2,9,Rotenone,42A
yak,Ore,F,2,1.5116,A,3,9,Rotenone,42A
yak,Ore,F,2,2.3479,A,4,9,Rotenone,42A
yak,Ore,F,2,2.7731,A,5,9,Rotenone,42A
yak,Ore,F,2,2.4458,A,6,9,Rotenone,42A
yak,Ore,F,3,2.2653,A,1,9,Rotenone,42A
yak,Ore,F,3,2.3249,A,2,9,Rotenone,42A
yak,Ore,F,3,2.2388,A,3,9,Rotenone,42A
yak,Ore,F,3,2.0813,A,4,9,Rotenone,42A
yak,Ore,F,3,2.9338,A,5,9,Rotenone,42A
yak,Ore,F,3,2.0777,A,6,9,Rotenone,42A
yak,Ore,M,1,2.2541,A,1,9,Rotenone,42A
yak,Ore,M,1,2.594,A,2,9,Rotenone,42A
yak,Ore,M,1,3.2035,A,3,9,Rotenone,42A
yak,Ore,M,1,4.2424,A,4,9,Rotenone,42A
yak,Ore,M,1,1.5962,A,5,9,Rotenone,42A
yak,Ore,M,1,5.3365,A,6,9,Rotenone,42A
yak,Ore,M,2,1.7903,A,1,9,Rotenone,42A
yak,Ore,M,2,2.3434,A,2,9,Rotenone,42A
yak,Ore,M,2,2.9871,A,3,9,Rotenone,42A
yak,Ore,M,2,3.566,A,4,9,Rotenone,42A
yak,Ore,M,2,3.0665,A,5,9,Rotenone,42A
yak,Ore,M,2,2.4032,A,6,9,Rotenone,42A
yak,Ore,M,3,2.0108,A,1,9,Rotenone,42A
yak,Ore,M,3,2.7749,A,2,9,Rotenone,42A
yak,Ore,M,3,4.1922,A,3,9,Rotenone,42A
yak,Ore,M,3,3.3066,A,4,9,Rotenone,42A
yak,Ore,M,3,3.3361,A,5,9,Rotenone,42A
yak,Ore,M,3,4.244,A,6,9,Rotenone,42A
Bei11,375,F,1,2.6773,B,1,9,Control,36B
Bei11,375,F,1,3.2652,B,2,9,Control,36B
Bei11,375,F,1,2.9052,B,3,9,Control,36B
Bei11,375,F,1,2.6483,B,4,9,Control,36B
Bei11,375,F,1,3.8394,B,5,9,Control,36B
Bei11,375,F,1,2.2705,B,6,9,Control,36B
Bei11,375,F,2,2.0979,B,1,9,Control,36B
Bei11,375,F,2,1.499,B,2,9,Control,36B
Bei11,375,F,2,3.1642,B,3,9,Control,36B
Bei11,375,F,2,2.5303,B,4,9,Control,36B
Bei11,375,F,2,3.191,B,5,9,Control,36B
Bei11,375,F,2,2.7621,B,6,9,Control,36B
Bei11,375,F,3,3.224,B,1,9,Control,36B
Bei11,375,F,3,2.1377,B,2,9,Control,36B
Bei11,375,F,3,3.5064,B,3,9,Control,36B
Bei11,375,F,3,1.6463,B,4,9,Control,36B
Bei11,375,F,3,2.7904,B,5,9,Control,36B
Bei11,375,F,3,2.1177,B,6,9,Control,36B
Bei11,375,M,1,2.9698,B,1,9,Control,36B
Bei11,375,M,1,3.753,B,2,9,Control,36B
Bei11,375,M,1,1.8776,B,3,9,Control,36B
Bei11,375,M,1,3.0049,B,4,9,Control,36B
Bei11,375,M,1,5.0999,B,5,9,Control,36B
Bei11,375,M,1,2.2592,B,6,9,Control,36B
Bei11,375,M,2,2.1206,B,1,9,Control,36B
Bei11,375,M,2,3.6115,B,2,9,Control,36B
Bei11,375,M,2,1.4283,B,3,9,Control,36B
Bei11,375,M,2,2.6577,B,4,9,Control,36B
Bei11,375,M,2,1.5934,B,5,9,Control,36B
Bei11,375,M,2,2.4471,B,6,9,Control,36B
Bei11,375,M,3,2.7101,B,1,9,Control,36B
Bei11,375,M,3,1.8455,B,2,9,Control,36B
Bei11,375,M,3,2.1767,B,3,9,Control,36B
Bei11,375,M,3,2.7317,B,4,9,Control,36B
Bei11,375,M,3,2.6987,B,5,9,Control,36B
Bei11,375,M,3,2.5567,B,6,9,Control,36B
Bei11,375,F,1,0.3726,B,1,9,Rotenone,36B
Bei11,375,F,1,1.7287,B,2,9,Rotenone,36B
Bei11,375,F,1,1.6745,B,3,9,Rotenone,36B
Bei11,375,F,1,0.9652,B,4,9,Rotenone,36B
Bei11,375,F,1,1.4474,B,5,9,Rotenone,36B
Bei11,375,F,1,0.8363,B,6,9,Rotenone,36B
Bei11,375,F,2,0.3537,B,1,9,Rotenone,36B
Bei11,375,F,2,0.675,B,2,9,Rotenone,36B
Bei11,375,F,2,1.0897,B,3,9,Rotenone,36B
Bei11,375,F,2,1.582,B,4,9,Rotenone,36B
Bei11,375,F,2,2.0434,B,5,9,Rotenone,36B
Bei11,375,F,2,1.5595,B,6,9,Rotenone,36B
Bei11,375,F,3,0.2812,B,1,9,Rotenone,36B
Bei11,375,F,3,2.1614,B,2,9,Rotenone,36B
Bei11,375,F,3,1.2487,B,3,9,Rotenone,36B
Bei11,375,F,3,0.5216,B,4,9,Rotenone,36B
Bei11,375,F,3,2.2675,B,5,9,Rotenone,36B
Bei11,375,F,3,1.3084,B,6,9,Rotenone,36B
Bei11,375,M,1,2.8296,B,1,9,Rotenone,36B
Bei11,375,M,1,2.023,B,2,9,Rotenone,36B
Bei11,375,M,1,1.0746,B,3,9,Rotenone,36B
Bei11,375,M,1,2.8867,B,4,9,Rotenone,36B
Bei11,375,M,1,1.895,B,5,9,Rotenone,36B
Bei11,375,M,1,3.2967,B,6,9,Rotenone,36B
Bei11,375,M,2,3.9816,B,1,9,Rotenone,36B
Bei11,375,M,2,1.6506,B,2,9,Rotenone,36B
Bei11,375,M,2,1.9543,B,3,9,Rotenone,36B
Bei11,375,M,2,2.1096,B,4,9,Rotenone,36B
Bei11,375,M,2,1.1002,B,5,9,Rotenone,36B
Bei11,375,M,2,2.7461,B,6,9,Rotenone,36B
Bei11,375,M,3,1.4198,B,1,9,Rotenone,36B
Bei11,375,M,3,2.165,B,2,9,Rotenone,36B
Bei11,375,M,3,1.6524,B,3,9,Rotenone,36B
Bei11,375,M,3,2.9518,B,4,9,Rotenone,36B
Bei11,375,M,3,2.4772,B,5,9,Rotenone,36B
Bei11,375,M,3,2.3825,B,6,9,Rotenone,36B
Bei11,Ore,F,1,2.9486,B,1,9,Control,26B
Bei11,Ore,F,1,1.0382,B,2,9,Control,26B
Bei11,Ore,F,1,1.7732,B,3,9,Control,26B
Bei11,Ore,F,1,2.3832,B,4,9,Control,26B
Bei11,Ore,F,1,2.0158,B,5,9,Control,26B
Bei11,Ore,F,1,1.4364,B,6,9,Control,26B
Bei11,Ore,F,2,1.8419,B,1,9,Control,26B
Bei11,Ore,F,2,1.3543,B,2,9,Control,26B
Bei11,Ore,F,2,1.4659,B,3,9,Control,26B
Bei11,Ore,F,2,2.1323,B,4,9,Control,26B
Bei11,Ore,F,2,2.536,B,5,9,Control,26B
Bei11,Ore,F,2,3.5145,B,6,9,Control,26B
Bei11,Ore,F,3,1.6738,B,1,9,Control,26B
Bei11,Ore,F,3,1.2906,B,2,9,Control,26B
Bei11,Ore,F,3,1.8405,B,3,9,Control,26B
Bei11,Ore,F,3,2.18,B,4,9,Control,26B
Bei11,Ore,F,3,1.7408,B,5,9,Control,26B
Bei11,Ore,F,3,1.8344,B,6,9,Control,26B
Bei11,Ore,M,1,3.0002,B,1,9,Control,26B
Bei11,Ore,M,1,2.1749,B,2,9,Control,26B
Bei11,Ore,M,1,1.6695,B,3,9,Control,26B
Bei11,Ore,M,1,1.4222,B,4,9,Control,26B
Bei11,Ore,M,1,2.282,B,5,9,Control,26B
Bei11,Ore,M,1,3.3809,B,6,9,Control,26B
Bei11,Ore,M,2,3.37,B,1,9,Control,26B
Bei11,Ore,M,2,2.5702,B,2,9,Control,26B
Bei11,Ore,M,2,2.2819,B,3,9,Control,26B
Bei11,Ore,M,2,1.8281,B,4,9,Control,26B
Bei11,Ore,M,2,1.8211,B,5,9,Control,26B
Bei11,Ore,M,2,2.2894,B,6,9,Control,26B
Bei11,Ore,M,3,3.0796,B,1,9,Control,26B
Bei11,Ore,M,3,3.0694,B,2,9,Control,26B
Bei11,Ore,M,3,2.4158,B,3,9,Control,26B
Bei11,Ore,M,3,2.0144,B,4,9,Control,26B
Bei11,Ore,M,3,2.5211,B,5,9,Control,26B
Bei11,Ore,M,3,2.4752,B,6,9,Control,26B
Bei11,Ore,F,1,2.0722,B,1,9,Rotenone,26B
Bei11,Ore,F,1,3.1714,B,2,9,Rotenone,26B
Bei11,Ore,F,1,0.1096,B,3,9,Rotenone,26B
Bei11,Ore,F,1,1.4702,B,4,9,Rotenone,26B
Bei11,Ore,F,1,3.1603,B,5,9,Rotenone,26B
Bei11,Ore,F,1,2.2,B,6,9,Rotenone,26B
Bei11,Ore,F,2,1.2719,B,1,9,Rotenone,26B
Bei11,Ore,F,2,2.5218,B,2,9,Rotenone,26B
Bei11,Ore,F,2,0.0727,B,3,9,Rotenone,26B
Bei11,Ore,F,2,1.0361,B,4,9,Rotenone,26B
Bei11,Ore,F,2,2.6842,B,5,9,Rotenone,26B
Bei11,Ore,F,2,1.9615,B,6,9,Rotenone,26B
Bei11,Ore,F,3,0.6995,B,1,9,Rotenone,26B
Bei11,Ore,F,3,2.0732,B,2,9,Rotenone,26B
Bei11,Ore,F,3,0.1332,B,3,9,Rotenone,26B
Bei11,Ore,F,3,1.4481,B,4,9,Rotenone,26B
Bei11,Ore,F,3,4.2586,B,5,9,Rotenone,26B
Bei11,Ore,F,3,2.7223,B,6,9,Rotenone,26B
Bei11,Ore,M,1,1.5579,B,1,9,Rotenone,26B
Bei11,Ore,M,1,0.6354,B,2,9,Rotenone,26B
Bei11,Ore,M,1,0.1939,B,3,9,Rotenone,26B
Bei11,Ore,M,1,0.1937,B,4,9,Rotenone,26B
Bei11,Ore,M,1,0.2367,B,5,9,Rotenone,26B
Bei11,Ore,M,1,1.8063,B,6,9,Rotenone,26B
Bei11,Ore,M,2,0.5342,B,1,9,Rotenone,26B
Bei11,Ore,M,2,0.3683,B,2,9,Rotenone,26B
Bei11,Ore,M,2,0.23,B,3,9,Rotenone,26B
Bei11,Ore,M,2,0.5477,B,4,9,Rotenone,26B
Bei11,Ore,M,2,0.4865,B,5,9,Rotenone,26B
Bei11,Ore,M,2,1.0649,B,6,9,Rotenone,26B
Bei11,Ore,M,3,0.8131,B,1,9,Rotenone,26B
Bei11,Ore,M,3,1.2326,B,2,9,Rotenone,26B
Bei11,Ore,M,3,0,B,3,9,Rotenone,26B
Bei11,Ore,M,3,0.3775,B,4,9,Rotenone,26B
Bei11,Ore,M,3,0.8971,B,5,9,Rotenone,26B
Bei11,Ore,M,3,2.6906,B,6,9,Rotenone,26B
Bei23,375,F,1,2.668,B,1,9,Control,34B
Bei23,375,F,1,2.9624,B,2,9,Control,34B
Bei23,375,F,1,3.0737,B,3,9,Control,34B
Bei23,375,F,1,2.8913,B,4,9,Control,34B
Bei23,375,F,1,2.8249,B,5,9,Control,34B
Bei23,375,F,1,3.3109,B,6,9,Control,34B
Bei23,375,F,2,3.1784,B,1,9,Control,34B
Bei23,375,F,2,2.4649,B,2,9,Control,34B
Bei23,375,F,2,2.2088,B,3,9,Control,34B
Bei23,375,F,2,1.5239,B,4,9,Control,34B
Bei23,375,F,2,3.222,B,5,9,Control,34B
Bei23,375,F,2,3.7159,B,6,9,Control,34B
Bei23,375,F,3,2.0878,B,1,9,Control,34B
Bei23,375,F,3,2.072,B,2,9,Control,34B
Bei23,375,F,3,2.4995,B,3,9,Control,34B
Bei23,375,F,3,2.3395,B,4,9,Control,34B
Bei23,375,F,3,1.7816,B,5,9,Control,34B
Bei23,375,F,3,3.0515,B,6,9,Control,34B
Bei23,375,M,1,2.1053,B,1,9,Control,34B
Bei23,375,M,1,2.4806,B,2,9,Control,34B
Bei23,375,M,1,2.9912,B,3,9,Control,34B
Bei23,375,M,1,3.8758,B,4,9,Control,34B
Bei23,375,M,1,2.4707,B,5,9,Control,34B
Bei23,375,M,1,2.5247,B,6,9,Control,34B
Bei23,375,M,2,2.2892,B,1,9,Control,34B
Bei23,375,M,2,2.275,B,2,9,Control,34B
Bei23,375,M,2,2.6752,B,3,9,Control,34B
Bei23,375,M,2,3.8666,B,4,9,Control,34B
Bei23,375,M,2,2.0547,B,5,9,Control,34B
Bei23,375,M,2,3.1347,B,6,9,Control,34B
Bei23,375,M,3,1.9228,B,1,9,Control,34B
Bei23,375,M,3,1.6286,B,2,9,Control,34B
Bei23,375,M,3,1.8765,B,3,9,Control,34B
Bei23,375,M,3,3.4429,B,4,9,Control,34B
Bei23,375,M,3,4.1927,B,5,9,Control,34B
Bei23,375,M,3,3.2582,B,6,9,Control,34B
Bei23,375,F,1,2.0603,B,1,9,Rotenone,34B
Bei23,375,F,1,1.9948,B,2,9,Rotenone,34B
