Mito,Nuc,Sex,Rep,Slope,Build,Vial,Set,Treatment,Stock,Set_adj,Pos_adj,Y_adj
375,375,M,3,2.7598,parental,6,1,Rotenone,375,2.62182314814815,2.80163090211132,2.93960775396318
375,375,M,1,2.6123,parental,1,1,Control,375,2.764625,2.88793518219929,2.73561018219929
375,375,M,1,2.6069,parental,2,1,Control,375,2.764625,2.88793518219929,2.73021018219929
375,375,M,1,2.8303,parental,3,1,Control,375,2.764625,2.88793518219929,2.95361018219929
375,375,M,1,3.2791,parental,4,1,Control,375,2.764625,2.88793518219929,3.40241018219929
375,375,M,1,2.5654,parental,5,1,Control,375,2.764625,2.88793518219929,2.68871018219929
375,375,M,1,2.9342,parental,6,1,Control,375,2.764625,2.88793518219929,3.05751018219929
375,375,M,2,2.5954,parental,1,1,Control,375,2.764625,2.88793518219929,2.71871018219929
375,375,M,2,2.8123,parental,2,1,Control,375,2.764625,2.88793518219929,2.93561018219929
375,375,M,2,3.0679,parental,3,1,Control,375,2.764625,2.88793518219929,3.19121018219929
375,375,M,2,4.0127,parental,4,1,Control,375,2.764625,2.88793518219929,4.13601018219929
375,375,M,2,2.2273,parental,5,1,Control,375,2.764625,2.88793518219929,2.35061018219929
375,375,M,2,3.7217,parental,6,1,Control,375,2.764625,2.88793518219929,3.84501018219929
375,375,M,3,2.552,parental,1,1,Control,375,2.764625,2.88793518219929,2.67531018219929
375,375,M,3,2.8985,parental,2,1,Control,375,2.764625,2.88793518219929,3.02181018219929
375,375,M,3,1.9544,parental,3,1,Control,375,2.764625,2.88793518219929,2.07771018219929
375,375,M,3,3.9017,parental,4,1,Control,375,2.764625,2.88793518219929,4.02501018219929
375,375,M,3,2.6678,parental,5,1,Control,375,2.764625,2.88793518219929,2.79111018219929
375,375,M,3,2.0282,parental,6,1,Control,375,2.764625,2.88793518219929,2.15151018219929
Bei54,375,F,1,2.0228,A,1,1,Rotenone,30A,2.20929814814815,2.28314493771958,2.09664678957143
Bei54,375,F,1,2.6701,A,2,1,Rotenone,30A,2.20929814814815,2.28314493771958,2.74394678957143
Bei54,375,F,1,2.988,A,3,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.06184678957143
Bei54,375,F,1,2.8067,A,4,1,Rotenone,30A,2.20929814814815,2.28314493771958,2.88054678957143
Bei54,375,F,1,3.6965,A,5,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.77034678957143
Bei54,375,F,1,3.6842,A,6,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.75804678957143
Bei54,375,F,1,3.8475,B,1,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.92134678957143
Bei54,375,F,1,4.0633,B,2,1,Rotenone,30B,2.20929814814815,2.28314493771958,4.13714678957143
Bei54,375,F,1,3.0622,B,3,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.13604678957143
Bei54,375,F,1,3.7136,B,4,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.78744678957143
Bei54,375,F,1,4.0775,B,5,1,Rotenone,30B,2.20929814814815,2.28314493771958,4.15134678957143
Bei54,375,F,1,3.3232,B,6,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.39704678957143
Bei54,375,F,2,1.7856,A,1,1,Rotenone,30A,2.20929814814815,2.28314493771958,1.85944678957143
Bei54,375,F,2,3.6679,A,2,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.74174678957143
Bei54,375,F,2,3.3291,A,3,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.40294678957143
Bei54,375,F,2,2.4997,A,4,1,Rotenone,30A,2.20929814814815,2.28314493771958,2.57354678957143
Bei54,375,F,2,3.0438,A,5,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.11764678957143
Bei54,375,F,2,2.2896,A,6,1,Rotenone,30A,2.20929814814815,2.28314493771958,2.36344678957143
Bei54,375,F,2,4.9383,B,1,1,Rotenone,30B,2.20929814814815,2.28314493771958,5.01214678957143
Bei54,375,F,2,3.5469,B,2,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.62074678957143
Bei54,375,F,2,3.2051,B,3,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.27894678957143
Bei54,375,F,2,4.4471,B,4,1,Rotenone,30B,2.20929814814815,2.28314493771958,4.52094678957143
Bei54,375,F,2,2.9025,B,5,1,Rotenone,30B,2.20929814814815,2.28314493771958,2.97634678957143
Bei54,375,F,2,3.9019,B,6,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.97574678957143
Bei54,375,F,3,1.8725,A,1,1,Rotenone,30A,2.20929814814815,2.28314493771958,1.94634678957143
Bei54,375,F,3,2.8944,A,2,1,Rotenone,30A,2.20929814814815,2.28314493771958,2.96824678957143
Bei54,375,F,3,3.0557,A,3,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.12954678957143
Bei54,375,F,3,2.7211,A,4,1,Rotenone,30A,2.20929814814815,2.28314493771958,2.79494678957143
Bei54,375,F,3,3.1091,A,5,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.18294678957143
Bei54,375,F,3,3.7487,A,6,1,Rotenone,30A,2.20929814814815,2.28314493771958,3.82254678957143
Bei54,375,F,3,3.2643,B,1,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.33814678957143
Bei54,375,F,3,2.6323,B,2,1,Rotenone,30B,2.20929814814815,2.28314493771958,2.70614678957143
Bei54,375,F,3,3.9069,B,3,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.98074678957143
Bei54,375,F,3,3.0625,B,4,1,Rotenone,30B,2.20929814814815,2.28314493771958,3.13634678957143
Bei54,375,F,3,4.1479,B,5,1,Rotenone,30B,2.20929814814815,2.28314493771958,4.22174678957143
